ID,home_url_boliga,home_url_realtor,street_name_number,zip_code_town,Home_type,list_price_dkk,rooms,home_size_m2,built_year,lotsize_m2,expenses_dkk,description_of_home,floor,retrieved_on
home_id_1263,https://www.boliga.dk/bolig/1681372/sundkaj_109_st_th_2150_nordhavn,https://home.dk/boligkatalog/koebenhavn/2150/ejerlejligheder/sundkaj_109_st_th_1780000189.aspx,"Sundkaj 109, st.. th.,",2150 Nordhavn,Ejerlejlighed,5695000,3,94,2020,0,4673,"KAJPLADS2150 – eksklusiv bolig ved kanalen

                    Stor 3 værelses på 94 m2 med altan og 15 m2 skøn terrasse

                    Velindrettet 3 værelses med dejlig stue med ekstra loftshøjde og med kig til kanalen. Det åbne køkken ligger 3 trin oppe og her har man et fint vue over stue til kanalen. Fra stuen er der udgang til skøn hjørnealtan direkte til den lille kanal der forbinder Kronsløbsbassinet og Orientbassinet. Stort lyst soveværelse med indbyggede skabe og udgang til 2 dejlige terrasser. Dejligt badeværelse med vaskesøjle samt bruseniche med Rainshower. Lyst børneværelse ligeledes med udgang til terrasse. God entrémed skabe.KAJPLADS215068 eksklusive kvalitetsboliger i 1. række til Kronløbsbassinet i Nordhavnen og med en enestående udsigt over havneindløbet til Trekroner. Bygningen er modsat de andre boliger på Sundkaj tilbagetrukket med kanalpladsen og bryggen foran og på siden af byggeriet skærer kanalen igennem til Orientbassinet. KAJPLADS2150 er tegnet af Vilhelm Lauritzen Arkitekter, der har skabt en attraktiv bygning med en spændende og varieret facade, der i kombination med de buede altaner giver bygningen et let og elegant udtryk. De lyse boliger har et højt kvalitetsniveau og du finder både store altaner, tagterrasser og private haver på helt op til et samlet areal på 114 m2. Eksklusive indretninger med lyst køkken fra HTH, gulvvarme og smuk sildebensparket fra TK samt en nøje udvalgt klinke til badeværelserne fra Mosa, Terra Tones. Der er naturligvis et hyggeligt grønt gårdrum, der har nedgang til lille plateau ved kanalen.Århusgadekvarteret og Sundmolen - nye attraktive bydele ved vandetÅrhusgade indrettes som bykvarterets handelsstrøg med op til 10.000 m2 butikker. Der er gjort plads til et pulserende caféliv, og den nye bydel vil blive gennemflettet af små kanaler og bassiner. Alle kajarealer vil få offentlig adgang. 5 minutter til alt! 2 nye Metro stationer i kvarteret og en supercykelsti med forbindelse til ’det grønne loop’, der betjener cyklende, gående og den kollektive trafik, tager sit udspring i kvarteret. Østerbro er lige ved hånden og byder på det klassiske og attraktive københavnermiljø. Modsat andre nye spændende bydele i København har Nordhavn den store fordel, at kunne trække på de fantastiske faciliteter som Østerbro tilbyder. Det være sig store åbne parker og pladser, små hyggelige indkøbsgader, cafémiljøer eller nærheden til Svanemøllens havnemiljø, der ligger lige rundt om hjørnet og nord for ligger roklubberne på stribe lige før Svanemøllen strand. Copenhagen International School har samlet deres aktiviteter i en ny skole på Levantkaj med plads til 1.200 elever i alderen 3-19 år, der spænder og mere end 80 nationaliteter.www.kajplads2150.dk",0. sal,2020-10-15
home_id_1264,https://www.boliga.dk/bolig/1681029/gammel_strand_38_4_1202_koebenhavn_k,http://www.jespernielsen.dk/redirect.php?sagsnr=JNC02038&mgl=2538&DID=135&udbudsform=salg,"Gammel Strand 38, 4.,",1202 København K,Ejerlejlighed,5995000,5,146,1798,0,6433,"Ønsker du en vurdering af dit hjem? klik her. Flot nænsomt renoveret lejlighed med sublim udsigt over København. Bygningen på Gammel strand 38 er opført i 1798-1799 og har gennem tiderne været beboet af flere kendte forfattere og skuespillere, børnesangen Højt på en gren en krage er skrevet af Johan Ludvig Heiberg mens han boede i ejendommen. Igennem de sidste par år har ejendommen gået igennem en større renovering med bl.a. tag, vinduer, opgang. Alt dette er blevet betalt af sælger.Lejligheden er indrettet således: entré, opholdsrum, åbent stilrent køkken med stor spiseplads, to gode værelser samt badeværelse med brus og vaskemaskine. Der er på øverste etage mulighed for at lave to værelser, i dag er der ét stort. Der er loft til kip flere steder i lejligheden og er et kapitel for sig selv – god indretning og med de bedste materialer som marmor på gulvet i køkkenet og badeværelse, flotte plankegulve i stuer og værelser, samt nye gulve på øverste etage. Fritliggende bjælker overalt i lejligheden giver karakter og indtryk af det gamle København. Lejligheden har uden overdrivelse Københavns bedste beliggenhed.. Få nyhederne før alle andre ved at følge os på vores sociale medier:. Når du bestiller en fremvisning, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du bestiller salgsmateriale, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du afgiver et bud, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du efterspørger en salgsvurdering, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".",4. sal,2020-10-15
home_id_1265,https://www.boliga.dk/bolig/1681238/strandgade_14__st_th_1401_koebenhavn_k,https://danbolig.dk/bolig/koebenhavn/1401/ejerlejlighed/128sr002328-128,"Strandgade 14  st. th.,",1401 København K,Ejerlejlighed,5998000,3,100,1653,0,2687,"Det er til synet af Christians Kirken, der tårner for enden af gaden, at du ankommer til denne smukke, gamle bygning. Inden døre hersker der en enestående atmosfære i den høje stuelejlighed, hvor øjet aldrig trættes af de mange herskabelige detaljer. Murstensejendommens tidstypiske udsmykning fra byggeåret i 1653 giver dig en forsmag på, hvad du kan forvente af dit nye hjem. I de to stuer en suite flyder dagslyset frit fra de fine sprossevinduer, der sammen med loftshøjden på over tre meter skaber en skøn rumfornemmelse. Den unikke stemning understreges yderligere af de elegante paneler og de imponerende stukkaturer, som på fornem vis vidner om boligens lange historie. Invita-køkkenet er udført i et raffineret design, hvor de sorte fronter tilfører karakter, mens nabobygningens solgule facade kaster et varmt skær over indretningen. En rustik murstensvæg sætter et charmerende præg på soveværelset, der giver adgang til badeværelset, som fremstår lækkert med sandfarvede mosaiksten, badekar og et væghængt toilet. Du får tilmed masser af skabsplads, og vaskesøjle. Nogle boliger ligger bare bedre end andre, og her på Strandgade 14 bliver det ikke meget mere centralt. Du bor i smørhullet mellem Christiania og Kongens Nytorv med kort afstand til vandet i alle retninger. Der findes også en metrostation ganske tæt på adressen, og ved Voldene har du adgang til dejlige naturområder.  Kort og godt en unik lejlighed, hvor den originale detaljerigdom indgår i et smukt samspil med de flotte istandsættelser. Ring til os i dag, hvis du vil opleve den fantastiske stemning.",0. sal,2020-10-15
home_id_1266,https://www.boliga.dk/bolig/1681019/islands_brygge_73_2_th_2300_koebenhavn_s,http://www.paulun.dk/bolig-redirect?sagsnr=IB-CH060&mgl=2642&DID=135&udbudsform=salg,"Islands Brygge 73, 2. th.,",2300 København S,Ejerlejlighed,6195000,4,126,2005,0,5073,"På Islands Brygge har I netop nu alletiders chance for at overtage nøglerne og blive de nye, lykkelige ejere af denne fantastiske, nyistandsatte lejlighed med to badeværelser, en stor altan og udsigt til havnen.OmrådeI får fuldt udbytte af den centrale beliggenhed i det maritime nærmiljø, der forener det bedste fra begge verdener med kort afstand til Indre By og Amager Fælled. Tættere på adressen nyder I godt af de skønne spisesteder og indkøbsmuligheder, mens bus og metro nemt og bekvemt fører jer rundt i resten af byen.EjendomEjendommen Bryggens Have er tegnet af Kim Utzon og opført i 2005. Den smukke ejendom og dens skarpe, arkitektoniske linjer prydes af altaner på flere sider. Der er mulighed for at tilkøbe p-plads i ejendommens parkeringskælder, og trumfkortet er de nydelige, grønne fællesarealer med cykelparkering og legeplads, der bliver et yndet opholdssted på lune sommerdage.LejlighedInden døre kan I se frem til lyse og moderne rammer. Elevatoren fører jer direkte op til jeres kommende hjem på anden sal, hvor I træder over dørtærsklen til entréen med et brusebadeværelse på venstre hånd. Over for ligger det ene af de to værelser, hvoraf det andet befinder sig i boligens modsatte ende og har eget badeværelse med bruseniche samt praktisk installerede vaskefaciliteter. Midt i hjemmet udfolder det åbne opholdsmiljø sig med et stilrent køkken-alrum og en hyggelig stue ud i ét. For hver ende af rummet finder I altaner med et forrygende vue.Har dette fanget jeres interesse? Så ring til os allerede i dag for at høre nærmere og bestille en fremvisning.Har du en bolig der skal sælges? Så ring straks til PAULUN på telefon 32 87 30 80 eller mail hertil: bryggen@paulun.dk Like din lokale PAULUN på www.facebook.com/paulunamager og se vores nye boliger og projekter før alle andre.. Giv et uforpligtende prisforslag af boligen på:
                                Islands Brygge 73, 2. TH.,
                                2300 København S.
                                Dit prisforslag er ikke
                                bindende, og sælger bestemmer selv, om forslaget er interessant.. Mange tak for dit bud.
                                        Vi vender tilbage til dig hurtigst
                                        muligt.
                                        Mvh.
                                        Paulun. Mange tak for din tilmelding.
                                    Vi glæder os til at se dig til vores fremvisning.
                                    Mvh.
                                    Paulun. Tlf.
                                (+45) 61 22 41 81
                                E-mail
                                ch@paulun.dk. Er du interesseret i at høre nærmere omkring denne bolig? Eller ønsker du sparring omkring dine boligdrømme? Lad mig hjælpe dig på vej. Udfyld nedenstående kontaktformular og jeg vil kontakte dig hurtigst muligt.. Mange tak for din henvendelse.
                                    Vi vender tilbage til dig hurtigst
                                    muligt.
                                    Mvh.
                                    Paulun. © PaulunWebsite af DNA Design
                Cookie- & Privatspolitik. Paulun
Østerfælled Torv 10, 1. sal
2100 København Ø3841 7000kontakt@paulun.dk",2. sal,2020-10-15
home_id_1267,https://www.boliga.dk/bolig/1681354/hornemansgade_37_2100_koebenhavn_oe,https://www.lokalbolig.dk?sag=12-X0000433&mgl=3504,"Hornemansgade 37,",2100 København Ø,Rækkehus,8995000,6,146,1900,78,4520,"Moderniseret elegance på Østerbro. Der er noget sælsomt og særdeles unikt over Østerbros eftertragtede Komponistkvarter. Her kombineres de fredelige omgivelser på fineste vis med det bynære, og med et enestående byhus som dette er I tilmed også sikret jeres egen solrige oase med både en forhave og en baghave. Hele ejendommen er desuden blevet gennemgående renoveret i 2019 med respekt for de gamle detaljer, og I kan således se frem til et hjem, hvor kvalitet og moderne komfort spiller sammen i perfekt symfoni.. Der er noget sælsomt og særdeles unikt over Østerbros eftertragtede Komponistkvarter. Her kombineres de fredelige omgivelser på fineste vis med det bynære, og med et enestående byhus som dette er I tilmed også sikret jeres egen solrige oase med både en forhave og en baghave. Hele ejendommen er desuden blevet gennemgående renoveret i 2019 med respekt for de gamle detaljer, og I kan således se frem til et hjem, hvor kvalitet og moderne komfort spiller sammen i perfekt symfoni.. Istandsatte rammer. Intet er overladt til tilfældighederne, og som man træder inden døre, beundres man hurtigt af de mange istandsættelser, der strækker sig fra kælder til kvist. Således er blandt andet alt det indvendige inventar blevet renoveret, ligesom der er kommet helt nye faldstammer og el. Også tredjesalen har fået en tur med isolering, ny trappe og spots i loftet.. Smukke detaljer. Køkkenet præsenterer sig eksklusivt med flaskegrønne fronter, der står i vidunderlig kontrast til de gennemgående messingdetaljer og det smukke gulv af kinesisk marmor. Selvsamme gulv går sammen med italiensk marmor igen på badeværelset med spa, der ligesom det resterende badeværelse og gæstetoilet byder på sanitet fra Villeroy & Boch.. Plads til store og små. Den rummelige stue ligger i åben forbindelse med køkkenet, og det er ikke svært at forestille sig, hvordan døren ud til terrassen forener ude og inde i sommerhalvåret. De seks værelser er alle af indretningsvenlig størrelse, og så er kælderen renoveret med gulvvarme samt mulighed for et tredje badeværelse.. I børnefamiliens favør. Komponistkvarteret er kendt for sine mange sociale arrangementer, og nærområdet byder således på alt lige fra Børnenes dag, julemarked, sommerfest og loppemarked. Nær huset finder I ligeledes et hyggeligt legeområde i bunden af Berggreensgade, ligesom I får gåafstand til alt det, der får hverdagens behov til at gå op, herunder skole, dagtilbud og Østerbrogades mange delikatesse- og designerbutikker. I kommer tillige til at være tæt på Svanemøllestranden og metroen, og så er der nem adgang til både Indre By og Nordsjælland.",- sal,2020-10-15
home_id_1268,https://www.boliga.dk/bolig/1680985/oerestads_boulevard_59b_2_214_2300_koebenhavn_s,https://www.nybolig.dk/andelsbolig/2300/oerestadsboulevard/270181/23081036,"Ørestads Boulevard 59B 2 214,",2300 København S,Andelsbolig,1150000,2,108,2005,0,7958,"KØBER SØGES TIL SKØN ANDELSBOLIG MED SYDVENDT FRANSK ALTAN OG FÆLLES TAGTERRASSE !!. INDLEDNING:. I bydes velkommen til en eksklusiv ejerlejlighed i to plan på 108 kvm, der overalt indrammes af dagslys, kvalitetsbevidste materialer og kreative indretningsmuligheder. Den moderne planløsning henvender sig særligt til singler, unge par eller den nyetablerede børnefamilie, der drømmer om et hjem med en central placering i Ørestads attraktive byliv. Overalt hersker der eksklusivitet, kvalitet og åbenhed, og de store panoramavinduer sikrer hjemmet en gennemgående lys og åben atmosfære.",2. sal,2020-10-15
home_id_1269,https://www.boliga.dk/bolig/1680783/heimdalsgade_42__1_3_2200_koebenhavn_n,https://danbolig.dk/bolig/koebenhavn/2200/ejerlejlighed/087ehb03549-087,"Heimdalsgade 42  1. 3.,",2200 København N,Ejerlejlighed,1595000,NA,48,1975,0,2567,"LEJLIGHED: Denne lejlighed er perfekt vendt, da man har aftensol på altanen. Altanen har en god størrelse, så man både kan have grill og hyggeområde. Altanen tilgås fra lejlighedens værelse, som er praktisk indrettet med køkken med køkkenø, hvor man har praktiske skuffer i øen. Der er plads til kombineret sovesofa og spiseafdeling. Køkken er i hvide elementer med træ laminat bordplade. Entré med adgang til walk in closeth. Stort badeværelse med sep. brus. Opført i hvid, grå og grøn mosaik med pudset loft. EJENDOM: Opført i 1975. Ejerforeningen Tagensvej Centret. Ejendommen omfatter 213 lejligheder inkl. butikker, kælderrum, parkeringskælder m.m. på adresserne Tagensvej 93, Hamletsgade 2-8 og Heimdalsgade 42-44. Man har termoruder, fjernvarme, elevator og vicevært. Ejendommen har været igennem istandsættelsesarbejder vedrørende udskiftning af vinduer, renovering af tag, vedligeholdelse af altaner og svalegange mm. Der er udskiftet vandinstallationer i perioden 2011-2013. Veldrevet ejerforening med vedligeholdelsesplan. Herudover er der brugsret til fællesvaskeri og cykelparkering. Der er kabel-tv i ejendommen; alle beboere har grundpakken via ejerforeningen. Bestilling af ekstrapakker hertil sker ved individuel tilmelding til YouSee kabel-tv. Det er muligt at leje p-plads i gården. For mere info - besøg foreningens hjemmeside på: . Husdyr er ikke tilladt. Udlejning er tilladt. Legepladsen på 1. sal er forbeholdt ejendommens beboere. Dog benyttes den i dagtimerne på hverdage af børnehaven Røde Rose, Heimdalsgade 44. Desuden er det aftalt med Heimdalshus at ejerforeningens medlemmer frit kan benytte Ny Heimdalshus legeplads og gårdmiljø.OMRÅDE: Du er nabo til metro ved Skjolds Plads, så man kommer let rundt i hele byen. Ydermere er du tæt på Den Grønne cykelkile, hvor man ved denne placering specielt kan nyde Den Sorte Plads, Den Røde Plads og Nørrebroparken. Man fanger ligeledes det sprudlende miljø på Nørrebrogade og omkring Stefansgade kvarteret, hvor man også har Jægersborggade. Du er tæt på hyggelige caféer, spændende restauranter, sjove speciel butikker og dejlige grønne områder. Ydermere har man mange uddannelsesinstitutioner i området.",1. sal,2020-10-15
home_id_1270,https://www.boliga.dk/bolig/1680932/sorgenfrigade_6_st_th_2200_koebenhavn_n,https://www.lokalbolig.dk?sag=11-X0000581&mgl=3503,"Sorgenfrigade 6, st.. th.,",2200 København N,Ejerlejlighed,2498000,2,57,1933,0,2183,"Flot lejlighed med god beliggenhed i Stefansgadekvarteret. Tæt på Nørrebroparkens rekreative områder ligger denne lejlighed dejligt centralt med alle byens fristelser lige ved hånden. Her bliver du en del af en god ejerforening, og du kan glæde dig til at flytte ind i en lys og indbydende bolig. Her byder de veldisponerede kvadratmeter på et pænt køkken, et lækkert badeværelse samt en lys stue og et rummeligt værelse. Herudover venter der fine forhold i det hyggelige gårdmiljø.. Tæt på Nørrebroparkens rekreative områder ligger denne lejlighed dejligt centralt med alle byens fristelser lige ved hånden. Her bliver du en del af en god ejerforening, og du kan glæde dig til at flytte ind i en lys og indbydende bolig. Her byder de veldisponerede kvadratmeter på et pænt køkken, et lækkert badeværelse samt en lys stue og et rummeligt værelse. Herudover venter der fine forhold i det hyggelige gårdmiljø.. To skønne rum. I stuen kommer det flotte stukloft til sin ret takket være det sydvendte vinduesparti, der lukker en behagelig mængde dagslys ind. Soveværelset er til gengæld udstyret med en fransk altan, og på grund af rummets størrelse, er det ikke utænkeligt, at lejligheden kunne anvendes som delebolig.. Køkken og bad. Den mørke bordplade står i elegant kontrast til køkkenets hvide elementer, der er placeret i en U-form for optimal pladsudnyttelse. Badeværelset er lækkert udført med naturfarvede klinker og separat brus.. Et åndehul i byen. Foran bygningen finder du masser af parkeringspladser, inden du fortsætter ind i den stemningsfyldte gård. Her er der cykelstativer til den tohjulede, og på det flisebelagte areal med spredte, grønne bede kan solen nydes på de opstillede bordbænkesæt.. Tæt på byens puls. Fra Sorgenfrigade 6 skal du ikke gå mange skridt, før områdets hyggelige caféer og kaffebarer ligger for dine fødder. Du har også indkøbsmuligheder, fitnesscentre og metrostation inden for kort gåafstand. På Assistens Kirkegård finder du et af byens grønne fristeder, mens cykelturen over Dronning Louises Bro hurtigt fører dig mod Indre By.",0. sal,2020-10-15
home_id_1271,https://www.boliga.dk/bolig/1680652/kapselgade_4_3__nr_30_administrationsbygningen_carlsberg_byen_1799_koebenhavn_v,https://www.carlsbergbyen.dk?Sagsnr=113-031&MglID=2468&DID=135&udbudsform=salg,"Kapselgade 4, 3.  nr. 30, Administrationsbygningen, Carlsberg Byen,",1799 København V,Ejerlejlighed,3045000,2,44,1902,0,2405,error in get_realtor_home_description,3. sal,2020-10-15
home_id_1272,https://www.boliga.dk/bolig/1680759/aalekistevej_232c_2720_vanloese,https://www.nybolig.dk/villa/2720/aalekistevej/105928/150224,"Ålekistevej 232C,",2720 Vanløse,Rækkehus,3495000,4,98,1981,300,4023,"Velholdt rækkehus med nyere tag og vinduer.. Hvis I ønsker at bo centralt i hus og have, skal I tage et kig på Ålekistevej 232C. Her bor I tæt på København, men kan stadig åbne havedøren og bruge de varme sommeraftener på terrassen, mens solen går ned.",- sal,2020-10-15
home_id_1273,https://www.boliga.dk/bolig/1680971/oester_soegade_32_2_th_1357_koebenhavn_k,https://www.realmaeglerne.dk/bolig/131ad00027-oester-soegade-32-2-th,"Øster Søgade 32, 2. TH.,",1357 København K,Ejerlejlighed,12495000,7,231,1884,0,8294,"RealMæglerne Røien, Pamperin og Delfs præsenterer:Det er med stor fornøjelse, at vi i dag tager jer med indenfor i dette pragteksemplar af en lejlighed - en sand boligdrøm, der imponerer fra start til slut.Først og fremmest ser vi nærmere på beliggenheden. Vi befinder os på Øster Søgade 32, 2. Th, en misundelsesværdig beliggenhed, der placerer jer i første parket til hovedstadens ikoniske søer. Få skridt fra hoveddøren finder I ligeledes Botanisk Have og Østre Anlæg, der, sammen med søerne, næsten får jer til at glemme, at I befinder jer midt i storbyen. De naturskønne omgivelser udskiftes nemt med museer, gastronomisk forkælelse i Torvehallerne, indre by’s shoppingmuligheder, caféliv og kultur. Ja, alt kan nås til fods eller på få minutters cykeltur, men alligevel har I både bus og metro inden for gåafstand, når I hurtigt skal fra A til B. Beliggenheden er intet mindre end misundelsesværdig.Omgivelserne sætter stemningen for jeres nye hjem, men det er i sandhed lejligheden, der stjæler hele rampelyset. Boligen er beliggende i en smuk ejendom, som dateres helt tilbage til 1884 og som har elevator i opgangen. Bag hoveddøren står de smukke stuklofter, de elegante fyldningsdøre, den fine pejs og de mange detaljerigdomme i flot harmoni med byggeåret. Samtidig er der anvendt moderne elementer i de to køkkener, i gæstetoilettet og på det store badeværelse, som står i perfekt kontrast til den herskabelige charme.Ja, I læste rigtigt -  lejligheden har to køkkener. Det ene er en del af lejlighedens hjerte og fremtræder med lækre træelementer og en stor køkkenø, der binder hele rummet sammen. Mens det andet er et indbydende køkken-alrum, som ligger i forbindelse til et værelse og egner sig perfekt som eksempelvis teenageafdeling. Foruden dette værelse, byder lejligheden på en stor spisestue, et lækkert kontor, to soveværelser og en dejlig opholdsstue. Altsammen indhyllet i næsten fire meters loftshøjde, som understreges boligens helt særlige atmosfære. I alt har lejligheden syv franske altaner og en formidabel stor altan, hvor I kan nyde Københavns, måske, smukkeste udsigt over søerne.En lejlighed som denne skal opleves med egne øjne.Kontakt os allerede i dag for en fremvisning... Læs mindre...",2. sal,2020-10-15
home_id_1274,https://www.boliga.dk/bolig/1680610/lyngbyvej_32e_10_th_2100_koebenhavn_oe,https://www.nybolig.dk/ejerlejlighed/2100/lyngbyvej/105662/321480a,"Lyngbyvej 32E 10 th,",2100 København Ø,Ejerlejlighed,3795000,3,98,1972,0,4366,"ØVERST PÅ 10. ETAGE MED SUBLIM UDSIGT. BOLIG. selvfølgelig udsigten, som bl.a. giver kig til Øresund, Grundtvigs Kirke, Nordbo og CopenHill. Lejligheden er moderne og stilren, og mod vest ligger det store opholdsrum, som kombinerer køkken, spisestue og stue. Køkkenet er pænt og moderne med sine hvide. EJENDOM",10. sal,2020-10-15
home_id_1275,https://www.boliga.dk/bolig/1680360/aeblehaven_15a_2500_valby,https://www.nybolig.dk/villa/2500/aeblehaven/260349/310231,"Æblehaven 15A,",2500 Valby,Villa,3698000,4,78,1955,684,2692,"Bemærk de meget lave ejerudgifter!. Området omkring Æblehaven er i rivende udvikling med en spændende lokalplan - bl.a. det nye Grønttorvet som er i gang med at blive ombygget fra erhverv til boliger og som i fremtiden vil tilbyde helt nyt pulserende liv. Huset ligger kun 20 min. cykling fra Rådhuspladsen. Offentlig transport nås nemt, kun 850 meter til nærmeste S-tog station Vigerslev allé st. og ligeledes kort afstand til Ny Ellebjerg St. med kommende metro. Det generelle løft i kvarteret afspejler sig også i de store investeringer der bliver lavet i de lokale skoler og kommunale tilbud. Her er kort afstand til grønne områder i form af Valbyparken, Københavns største park, med kommende strandpark og ydermere Vigerslevparken.. Pæn ejendom på i alt 156 etagemeter hvor hver en kvadratmeter er optimalt udnyttet. Boligens hjerterum findes i de 2 gode stuer med både opholds- og spiseafdeling - herfra direkte udgang til fantastisk, terrasse med hyggelig og rummelig spiseplads, som vender mod solen. Huset har et pænt flisebadeværelse i god stand m. vindue. Desuden 2 værelser i stueplan. Køkkenet er lyst og moderne med masser af skabsplads.. Huset kælder fremstår i særdeles god stand, det største rum er renoveret m. fliser samt gulvvarme, ydermere findes 3 disp. rum samt bryggers. Her er mulighed for at etablere stort badeværelse.",- sal,2020-10-15
home_id_1276,https://www.boliga.dk/bolig/1680102/jernbane_alle_21_2_11_2720_vanloese,https://www.realmaeglerne.dk/bolig/14519085-jernbane-alle-21-2-11,"Jernbane Allé 21, 2. 11.,",2720 Vanløse,Ejerlejlighed,2550000,2,72,1974,0,3779,"UTROLIG FLOT OG INDFLYTNINGSKLAR 2V MED ALTANHer er lejligheden til den kvalitetsbevidste køber med sans for detaljen. Lejligheden fremtræder lys og indflytningsklar ned til mindste detalje med yderst smagfulde løsninger. Skal opleves på en fremvisning. Område Jernbane Allé ligger i hjertet af Vanløse. Her får du skønt indkøbsstrøg med et rigt udvalg af dagligvarebutikker, specialbutikker, cafémiljø samt Kronen indkøbscenter. Der er få minuters gang til metro- og s-togs stationer, der på 5-10 minutter føre dig til Frederiksberg og indre by.De nærliggende grønne arealer ved Damhusengen og Grøndals Parken byder på perfekte muligheder for at nyde gå- eller løbe tur i naturen. Ejendommen Centralt beliggende ejendom opført i 1974 som er en af de få ejendomme i Vanløse med elevator. Lejligheden har brugsret til eget kælderrum, fælles gårdhave og grønne arealer. Der er cykel- samt vaskekælder. Ejendommen har termovinduer og fjernvarme. Desuden gode parkeringsforhold med  mulighed for gratis parkeringstilladelse. IndretningLejligheden indeholder rummelig entré i åben forbindelse med det flotte moderne HTH/IKEA køkken i hvide elementer med masser af skabsplads, integreret opvaskemaskine og microovn. Rummeligt soveværelse med adgang til stort walk-in closet bag store skydedøre. Lækkert lyst flisebadeværelse med separat brus, unidrain og vaskemaskine. Stuen er dejlig lys med plads til både sofa og spisebord. Fra stuen er der udgang til stor solrig vestvendt altan... Læs mindre...",2. sal,2020-10-15
home_id_1277,https://www.boliga.dk/bolig/1680232/gasvaerksvej_7_st_tv_1656_koebenhavn_v,https://www.edc.dk/alle-boliger/k%C3%B8benhavn-v/1656/gasv%C3%A6rksvej-7-st-tv/?sagsnr=16000457,"Gasværksvej 7, st. tv,",1656 København V,Ejerlejlighed,3195000,2,70,1872,0,2702,"Renoveret lejlighed med helt fantastisk fællesgård.. Du befinder dig i hjertet af det trendy Vesterbro, hvor Vesterbro torv er din genbo. Du er bogstaveligt talt i gåafstand til alt Vesterbro har, at tilbyde - her har du Halmtorvet, Kødbyen, caféliv og hygge på Sønder Boulevard inden for 3 minutters gang. Herudover kan du spadsere igennem passagen, ved det nye teater, og op til søerne i løbet af få minutter. Bus, tog og metro ligger alt sammen max  5 minutters gang vækEjendommen er beliggende til en stor fælles gård. Den fungerer, som en lille oase midt på Vesterbro og er opdelt i grønne arialer og terrasse med sol det meste af dagen. Her er det ikke svært at forestille sig de gode sommeraftener i venners selskab, med grillen tændt.Velkommen til dette ”plug and play” emne på en fantastisk beliggenhed. Når man træder ind, så mærker man hurtigt rummeligheden i denne lejlighed. Den store stue, der har masser af plads til både spisestue og dagligstue afsnit, har lyse gulve og god lofthøjde.  Køkkenet er af nyere dato og ligger i åben forbindelse med stuen. Det meget store badeværelse er flot istandsat og byder på gode tidsløse materialer og vaskesøjle. Soveværelset har plads til en stor seng og skabe. Bemærk at det er muligt at etablere et mindre kammer mere, hvis der er behov for dette.Vi glæder os til at byde dig velkommen i denne høje ugenerede lejlighed på Gasværksvej.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk",0. sal,2020-10-15
